db_id,user_id,username,severity,category,reason,evidence,reporter_id
135,839763885657817128,"deleted_user_54e6db31b4e4 (deleted_user_54e6db31b4e4)",high,other,"Various red flags - reported by death420","No image evidence - message content: Troll: Hopping into live streamer's vc channels in discords just to yell the N word repeatedly 
Username: `posin3/5#6830`
ID: `839763885657817128`",365905620060340224
136,804151021034536971,"deleted_user_09ff94727b8b (deleted_user_09ff94727b8b)",high,other,"Various red flags - reported by mineycart","https://certifriedmultitool.com/evidence/978655449316458566_0.png",534127122827051028
137,958749357388222554,"Kanachok (kanachok7701)",high,other,"Various red flags - reported by death420","No image evidence - message content: `/ban 958749357388222554 Phishing attempts / Steam Scams are not permitted` (/ban is a built-in command in discord)
Another one for ya
Display name: `",365905620060340224
138,348496085381283852,"𝓤𝓻𝓼𝓾𝓼 (ursus_4455)",high,other,"Various red flags - reported by orsokuma","No image evidence - message content: Just had a compromised account spam us with phishing links; Display name: ""Ursus#0001"" (lul, nice pun there)
Discord ID: `348496085381283852`

For tho",685127470625980501
139,859802018197143622,"Unknown/Deleted User",high,other,"Various red flags - reported by blueishmeteor","No image evidence - message content: Stay safe all! <:PlushHeart:859802018197143622>",141281787530706944
140,1401842785245728818,"Tofusnuggles (tufosnuggles.1)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1442859239638040637_0.png",174920468309082113
141,1143212062013661316,"Mellany (mellany1105_)",high,spam,"GFX spammer - reported by emeribd","No image evidence - message content: 1143212062013661316",662890344681177098
142,1185323984141697189,"Elira Marine 🥀 (eliramarine08826)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1265086195700990073_0.png",685127470625980501
143,1044968528421335060,"janifar (janifar07)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1257763397101948978_0.png",685127470625980501
144,1044280778697220129,"zenodi jones (zenodi_jones2)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1250189336549527552_0.jpg",174920468309082113
145,1242882486577664101,"⋆ 🐯  🎀  𝒯𝑒𝓈𝓈𝒶  🎀  🐯 ⋆ (sandytessa_94931)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1247662173073702914_0.png",685127470625980501
146,1208519101719511123,"Kristi (kristii_00)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1242971432015892552_0.png",174920468309082113
147,1146221212968689735,"Maeve (chloe77733)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1242224746003959879_0.png",685127470625980501
148,1216868783063302206,"Kat Sims (katsims_946)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1242174110872899604_0.png",685127470625980501
149,950063302560591872,"deleted_user_3c48ad4b5a7c (deleted_user_3c48ad4b5a7c)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1234296411298992259_0.png",174920468309082113
150,768808435310788628,"FORGER (loidforger79)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1233960761617940521_0.png",685127470625980501
151,1082549950707142676,"Mia_ (mia_cozbe)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1233063298690322473_0.png",534127122827051028
152,1105102707657814027,"Artfinity (eteator18e3)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1230214773975547935_0.png",685127470625980501
153,964751249746579476,"Raw_Eviee <3 (eeve3_vivi)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1230194049965752420_0.png",685127470625980501
154,1101966335312937123,"anjelinajospeh (anjelinajospeh)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1220100534149583069_0.png",174920468309082113
155,1151491236293775410,"lillyrose (lilly_.rose)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1217961441626296432_0.png",534127122827051028
156,1185336499592507412,"Alathir (alathirk)",high,spam,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1215013418692649091_0.png",322722087070466048
157,555126192500637716,"Sakura sui (sakura_sui54)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1212873815118446663_0.png",685127470625980501
158,1190676523011805285,"Anna (anna04845)",high,spam,"GFX spammer - reported by seelenmorder","https://certifriedmultitool.com/evidence/1210683726401507348_0.jpg",462315941045469211
159,494932877902086155,"mickeymina (mickey8416)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1196611423040720946_0.jpg",174920468309082113
160,1073369122588606567,"Rozicaaa (rozicaa)",high,spam,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1195243513466601512_0.png",322722087070466048
161,1142922479640268920,"deleted_user_8cbfc9e46046 (deleted_user_8cbfc9e46046)",high,spam,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1194723963683754035_0.png",322722087070466048
162,996737648284676117,"Scarlet (scarletdoesart_)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1194016210489196654_0.png",174920468309082113
163,1163125895276544101,"Brantly (brantly0283)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1193524331087667240_0.png",685127470625980501
164,1151601012759597177,"Emmavtuber (emmavtuber0984)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1189652129305088111_0.png",534127122827051028
165,1136552927234900010,"Yoko Littner (sethivan.)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1186866958415708261_0.png",685127470625980501
166,1162518712126013521,"𝒥𝓊𝓁𝒾𝒶 𝑀𝒶𝓇𝒾𝑒 (juliamarie0937)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1184226789527146536_0.png",534127122827051028
167,1177675573087191162,"Emily (charilejack)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1182694283103457340_0.jpg",174920468309082113
168,1174151126757675053,"deleted_user_e9a56bea0c14 (deleted_user_e9a56bea0c14)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1175595203009183895_0.png",174920468309082113
169,1141390706863251477,"Madison_Web (madison_.web)",high,spam,"GFX spammer - reported by seelenmorder","No image evidence - message content: 1141390706863251477
friend request, mentions they are an artist...yadda yadda yadda...",462315941045469211
170,794896310238445579,"Anna Ashely (annaashely)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1174075000731471942_0.png",534127122827051028
171,1044649603707981847,"YazVt (yaz_vt1)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1173973654439198832_0.png",685127470625980501
172,1156344298074275952,"Juliana (juliana_vt)",high,spam,"GFX spammer - reported by emeribd","https://certifriedmultitool.com/evidence/1172354341760405535_0.png",662890344681177098
173,1149075460152639508,"ezraabel792 (ezraabel)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1171895574124040202_0.png",534127122827051028
174,1147311552752517290,"Esho (esho0517)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1171575074105610341_0.png",534127122827051028
175,1117531421335113878,"Jamaimahamelia (.ameliagfx)",high,spam,"GFX spammer - reported by emeribd","https://certifriedmultitool.com/evidence/1170285452511682661_0.png",662890344681177098
176,1142474546818076782,"deleted_user_9859215c58bf (deleted_user_9859215c58bf)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1168654298666770482_0.png",685127470625980501
177,1143272360930193459,"Amy Rose (ammy.rose)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1167885799841333338_0.png",685127470625980501
178,1151179060429459549,"Steve (steve02318)",high,spam,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1154556555560226909_0.png",174920468309082113
179,1144763607003975700,"Hailey_vtuber (hailey_vtuber_24761)",high,spam,"GFX spammer - reported by seelenmorder","https://certifriedmultitool.com/evidence/1154555119208243231_0.jpg",462315941045469211
180,1146184430776492082,"Unknown/Deleted User",high,spam,"GFX spammer - reported by death420","No image evidence - message content: https://discord.com/channels/889550752123613194/899865437267963924/1146184430776492082 
For the sake of one <@534127122827051028>",365905620060340224
182,546279841712832512,"arumneeil 01 (arumneeil_01)",high,spam,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1145418133629325392_0.png",534127122827051028
183,1138935700763443341,"jamesvtuber (24555ss)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1143688176121172058_0.png",685127470625980501
184,1097247047444336690,"Franklin (franklinarts_)",high,spam,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1142508864877641828_0.png",685127470625980501
