user_id,username,severity,category,reported_by,reported_by_id,reason,evidence
978828019336634480,"Unknown/Deleted User",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","No image evidence - message content: Here's a few for you
`978828019336634480` - troublemaker (invited troll accounts in) [ACCOUNT DELETED]
`394871587062677504` - invited more troll accou"
394871587062677504,"tobee369 (tobeeisverycool369)",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","No image evidence - message content: Here's a few for you
`978828019336634480` - troublemaker (invited troll accounts in) [ACCOUNT DELETED]
`394871587062677504` - invited more troll accou"
412282715149172736,"loud (loud99)",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","No image evidence - message content: Here's a few for you
`978828019336634480` - troublemaker (invited troll accounts in) [ACCOUNT DELETED]
`394871587062677504` - invited more troll accou"
818920746322755626,"Nixie (nixie_the_lynxie)",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","No image evidence - message content: Here's a few for you
`978828019336634480` - troublemaker (invited troll accounts in) [ACCOUNT DELETED]
`394871587062677504` - invited more troll accou"
663081167125217340,"deleted_user_c1e98f3e0e56 (deleted_user_c1e98f3e0e56)",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","No image evidence - message content: Here's a few for you
`978828019336634480` - troublemaker (invited troll accounts in) [ACCOUNT DELETED]
`394871587062677504` - invited more troll accou"
839763885657817128,"deleted_user_54e6db31b4e4 (deleted_user_54e6db31b4e4)",high,other,"death420",365905620060340224,"Various red flags - reported by death420","No image evidence - message content: Troll: Hopping into live streamer's vc channels in discords just to yell the N word repeatedly 
Username: `posin3/5#6830`
ID: `839763885657817128`"
804151021034536971,"deleted_user_09ff94727b8b (deleted_user_09ff94727b8b)",high,other,"mineycart",534127122827051028,"Various red flags - reported by mineycart","https://certifriedmultitool.com/evidence/978655449316458566_0.png"
958749357388222554,"Kanachok (kanachok7701)",high,other,"death420",365905620060340224,"Various red flags - reported by death420","No image evidence - message content: `/ban 958749357388222554 Phishing attempts / Steam Scams are not permitted` (/ban is a built-in command in discord)
Another one for ya
Display name: `"
348496085381283852,"𝓤𝓻𝓼𝓾𝓼 (ursus_4455)",high,other,"orsokuma",685127470625980501,"Various red flags - reported by orsokuma","No image evidence - message content: Just had a compromised account spam us with phishing links; Display name: ""Ursus#0001"" (lul, nice pun there)
Discord ID: `348496085381283852`

For tho"
859802018197143622,"Unknown/Deleted User",high,other,"blueishmeteor",141281787530706944,"Various red flags - reported by blueishmeteor","No image evidence - message content: Stay safe all! <:PlushHeart:859802018197143622>"
1401842785245728818,"Tofusnuggles (tufosnuggles.1)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1442859239638040637_0.png"
1143212062013661316,"Mellany (mellany1105_)",high,spam,"emeribd",662890344681177098,"GFX spammer - reported by emeribd","No image evidence - message content: 1143212062013661316"
1185323984141697189,"Elira Marine 🥀 (eliramarine08826)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1265086195700990073_0.png"
1044968528421335060,"janifar (janifar07)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1257763397101948978_0.png"
1044280778697220129,"zenodi jones (zenodi_jones2)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1250189336549527552_0.jpg"
1242882486577664101,"⋆ 🐯  🎀  𝒯𝑒𝓈𝓈𝒶  🎀  🐯 ⋆ (sandytessa_94931)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1247662173073702914_0.png"
1208519101719511123,"Kristi (kristii_00)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1242971432015892552_0.png"
1146221212968689735,"Maeve (chloe77733)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1242224746003959879_0.png"
1216868783063302206,"Kat Sims (katsims_946)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1242174110872899604_0.png"
950063302560591872,"deleted_user_3c48ad4b5a7c (deleted_user_3c48ad4b5a7c)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1234296411298992259_0.png"
768808435310788628,"FORGER (loidforger79)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1233960761617940521_0.png"
1082549950707142676,"Mia_ (mia_cozbe)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1233063298690322473_0.png"
1105102707657814027,"Artfinity (eteator18e3)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1230214773975547935_0.png"
964751249746579476,"Raw_Eviee <3 (eeve3_vivi)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1230194049965752420_0.png"
1101966335312937123,"anjelinajospeh (anjelinajospeh)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1220100534149583069_0.png"
1151491236293775410,"lillyrose (lilly_.rose)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1217961441626296432_0.png"
1185336499592507412,"Alathir (alathirk)",high,spam,"vpsdata",322722087070466048,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1215013418692649091_0.png"
555126192500637716,"Sakura sui (sakura_sui54)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1212873815118446663_0.png"
1190676523011805285,"Anna (anna04845)",high,spam,"seelenmorder",462315941045469211,"GFX spammer - reported by seelenmorder","https://certifriedmultitool.com/evidence/1210683726401507348_0.jpg"
494932877902086155,"mickeymina (mickey8416)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1196611423040720946_0.jpg"
1073369122588606567,"Rozicaaa (rozicaa)",high,spam,"vpsdata",322722087070466048,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1195243513466601512_0.png"
1142922479640268920,"deleted_user_8cbfc9e46046 (deleted_user_8cbfc9e46046)",high,spam,"vpsdata",322722087070466048,"GFX spammer - reported by vpsdata","https://certifriedmultitool.com/evidence/1194723963683754035_0.png"
996737648284676117,"Scarlet (scarletdoesart_)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1194016210489196654_0.png"
1163125895276544101,"Brantly (brantly0283)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1193524331087667240_0.png"
1151601012759597177,"Emmavtuber (emmavtuber0984)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1189652129305088111_0.png"
1136552927234900010,"Yoko Littner (sethivan.)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1186866958415708261_0.png"
1162518712126013521,"𝒥𝓊𝓁𝒾𝒶 𝑀𝒶𝓇𝒾𝑒 (juliamarie0937)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1184226789527146536_0.png"
1177675573087191162,"Emily (charilejack)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1182694283103457340_0.jpg"
1174151126757675053,"deleted_user_e9a56bea0c14 (deleted_user_e9a56bea0c14)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1175595203009183895_0.png"
1141390706863251477,"Madison_Web (madison_.web)",high,spam,"seelenmorder",462315941045469211,"GFX spammer - reported by seelenmorder","No image evidence - message content: 1141390706863251477
friend request, mentions they are an artist...yadda yadda yadda..."
794896310238445579,"Anna Ashely (annaashely)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1174075000731471942_0.png"
1044649603707981847,"YazVt (yaz_vt1)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1173973654439198832_0.png"
1156344298074275952,"Juliana (juliana_vt)",high,spam,"emeribd",662890344681177098,"GFX spammer - reported by emeribd","https://certifriedmultitool.com/evidence/1172354341760405535_0.png"
1149075460152639508,"ezraabel792 (ezraabel)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1171895574124040202_0.png"
1147311552752517290,"Esho (esho0517)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1171575074105610341_0.png"
1117531421335113878,"Jamaimahamelia (.ameliagfx)",high,spam,"emeribd",662890344681177098,"GFX spammer - reported by emeribd","https://certifriedmultitool.com/evidence/1170285452511682661_0.png"
1142474546818076782,"deleted_user_9859215c58bf (deleted_user_9859215c58bf)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1168654298666770482_0.png"
1143272360930193459,"Amy Rose (ammy.rose)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1167885799841333338_0.png"
1151179060429459549,"Steve (steve02318)",high,spam,"joehew",174920468309082113,"GFX spammer - reported by joehew","https://certifriedmultitool.com/evidence/1154556555560226909_0.png"
1144763607003975700,"Hailey_vtuber (hailey_vtuber_24761)",high,spam,"seelenmorder",462315941045469211,"GFX spammer - reported by seelenmorder","https://certifriedmultitool.com/evidence/1154555119208243231_0.jpg"
1146184430776492082,"Unknown/Deleted User",high,spam,"death420",365905620060340224,"GFX spammer - reported by death420","No image evidence - message content: https://discord.com/channels/889550752123613194/899865437267963924/1146184430776492082 
For the sake of one <@534127122827051028>"
534127122827051028,"Miney (mineycart)",high,spam,"death420",365905620060340224,"GFX spammer - reported by death420","No image evidence - message content: https://discord.com/channels/889550752123613194/899865437267963924/1146184430776492082 
For the sake of one <@534127122827051028>"
546279841712832512,"arumneeil 01 (arumneeil_01)",high,spam,"mineycart",534127122827051028,"GFX spammer - reported by mineycart","https://certifriedmultitool.com/evidence/1145418133629325392_0.png"
1138935700763443341,"jamesvtuber (24555ss)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1143688176121172058_0.png"
1097247047444336690,"Franklin (franklinarts_)",high,spam,"orsokuma",685127470625980501,"GFX spammer - reported by orsokuma","https://certifriedmultitool.com/evidence/1142508864877641828_0.png"
